date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-09-12 11:22:04,_itsalwaysdaryl,MsNovaVee,0,0,1,"omggggg okay. imma hyu when my phone get fixed",,,,1304742066950492160,https://twitter.com/_itsalwaysdaryl/status/1304742066950492160
2020-09-12 11:21:47,estiji,nigger_gay_jew,1,0,0,"きもちえ〜",,,,1304741996150444032,https://twitter.com/estiji/status/1304741996150444032
2020-09-12 11:21:19,JKnowsBall,,16,8,193,"Ceballos deffo called Eddie a nigger",,,,1304741880006152192,https://twitter.com/JKnowsBall/status/1304741880006152192
2020-09-12 11:18:18,Creolekordei,KaytsAdventures,0,0,0,"https://twitter.com/kaytsadventures/status/1304597130833784832 …",,,,1304741117619994630,https://twitter.com/Creolekordei/status/1304741117619994630
2020-09-12 11:17:25,Bonitaracdatt2,,0,0,0,"only in yur dreams nigger ..",,,,1304740895376502787,https://twitter.com/Bonitaracdatt2/status/1304740895376502787
2020-09-12 11:16:16,MurderStomp,taayrantino,0,0,0,"",,,,1304740607332556803,https://twitter.com/MurderStomp/status/1304740607332556803
2020-09-12 11:15:13,andile_mlacash,,0,0,0,"I’m forced to smile with niggers like @scoopmakhathini who don’t love me like they say they do, I can see it in the way that they move @casspernyovest.",,@scoopmakhathini @casspernyovest,,1304740345499054080,https://twitter.com/andile_mlacash/status/1304740345499054080
2020-09-12 11:15:11,LegalHerbalist,__missxbri,0,0,2,"you know... reading this I thought this was going somewhere else I thought some other kid might have said nigger or somin. https://twitter.com/__missxbri/status/1304429292085010433 …",,,,1304740335537524737,https://twitter.com/LegalHerbalist/status/1304740335537524737
2020-09-12 11:14:32,Creolekordei,maniswhore,0,0,0,"Mani sooo cuteeehttps://twitter.com/maniswhore/status/1304651648749445120 …",,,,1304740170177097728,https://twitter.com/Creolekordei/status/1304740170177097728
2020-09-12 11:14:20,hernameis_adj,,0,0,0,"If the NFL was ending, it would’ve been over. They love seeing niggers attack each other.",,,,1304740121565179904,https://twitter.com/hernameis_adj/status/1304740121565179904
2020-09-12 11:12:13,_itsalwaysdaryl,KiannaBanks,1,0,1,"hmmm ok. I just know some darker toned celebs have been looking lighter & lighter over time.",,,,1304739590494978048,https://twitter.com/_itsalwaysdaryl/status/1304739590494978048
2020-09-12 11:11:19,dumisane_,maworsss,1,0,0,"Can Batman say nigger?",,,,1304739361808941056,https://twitter.com/dumisane_/status/1304739361808941056
2020-09-12 11:11:00,_itsalwaysdaryl,DOMONlC,0,0,1,"its the antidote really. it encourages transparency",,,,1304739282398085120,https://twitter.com/_itsalwaysdaryl/status/1304739282398085120
2020-09-12 11:10:48,ChigozieIrekah,UKinNigeria,0,0,0,"Oga madam, what are you doing concerning the killing of Biafrans by Nigger-area Armed forces?",,,,1304739233836470272,https://twitter.com/ChigozieIrekah/status/1304739233836470272
